"","resultId","raceId","driverId","constructorId","number","grid","position","positionText","positionOrder","points","laps","time","milliseconds","fastestLap","rank","fastestLapTime","statusId","driverRef","number_drivers","code","forename","surname","dob","nationality","driverStandingsId","wins"
"21289",21291,862,814,10,"11",15,"12","12",12,0,56,"+42.273","5829202","40","17","1:41.498",1,"resta","\N","DIR","Paul","di Resta","1986-04-16","British",64961,0
"21290",21292,862,13,6,"6",12,"13","13",13,0,56,"+42.779","5829708","48","14","1:41.240",1,"massa","19","MAS","Felipe","Massa","1981-04-25","Brazilian",64968,0
"21291",21293,862,8,208,"9",4,"14","14",14,0,56,"+50.573","5837502","43","18","1:41.794",1,"raikkonen","7","RAI","Kimi","Räikkönen","1979-10-17","Finnish",64958,0
"21292",21294,862,807,10,"12",16,"15","15",15,0,56,"+51.213","5838142","48","9","1:40.977",1,"hulkenberg","27","HUL","Nico","Hülkenberg","1987-08-19","German",64973,0
"21293",21295,862,818,5,"17",24,"16","16",16,0,56,"+51.756","5838685","48","2","1:40.019",1,"vergne","25","VER","Jean-Éric","Vergne","1990-04-25","French",64962,0
"21294",21296,862,817,5,"16",17,"17","17",17,0,56,"+1:03.156","5850085","40","15","1:41.251",1,"ricciardo","3","RIC","Daniel","Ricciardo","1989-07-01","Australian",64960,0
"21295",21297,862,808,207,"21",19,"18","18",18,0,55,"\N","\N","38","19","1:42.385",11,"petrov","\N","PET","Vitaly","Petrov","1984-09-08","Russian",64970,0
"21296",21298,862,10,206,"24",20,"19","19",19,0,55,"\N","\N","41","21","1:42.748",11,"glock","\N","GLO","Timo","Glock","1982-03-18","German",64965,0
"21297",21299,862,819,206,"25",21,"20","20",20,0,55,"\N","\N","39","20","1:42.621",11,"pic","\N","PIC","Charles","Pic","1990-02-15","French",64966,0
"21298",21300,862,37,164,"22",22,"21","21",21,0,55,"\N","\N","54","22","1:43.610",11,"rosa","\N","DLR","Pedro","de la Rosa","1971-02-24","Spanish",64974,0
"21299",21301,862,39,164,"23",23,"22","22",22,0,54,"\N","\N","40","23","1:43.935",12,"karthikeyan","\N","KAR","Narain","Karthikeyan","1977-01-14","Indian",64975,0
"21300",21302,862,5,207,"20",18,"23","23",23,0,53,"\N","\N","53","13","1:41.190",13,"kovalainen","\N","KOV","Heikki","Kovalainen","1981-10-19","Finnish",64969,0
"21301",21303,862,30,131,"7",2,"\N","R",24,0,12,"\N","\N","9","24","1:44.109",61,"michael_schumacher","\N","MSC","Michael","Schumacher","1969-01-03","German",64971,0
"21302",21304,863,20,9,"1",1,"1","1",1,25,57,"1:35:10.990","5710990","41","1","1:36.379",1,"vettel","5","VET","Sebastian","Vettel","1987-07-03","German",65001,1
"21303",21305,863,8,208,"9",11,"2","2",2,18,57,"+3.333","5714323","41","5","1:37.116",1,"raikkonen","7","RAI","Kimi","Räikkönen","1979-10-17","Finnish",65006,0
"21304",21306,863,154,208,"10",7,"3","3",3,15,57,"+10.194","5721184","42","3","1:36.928",1,"grosjean","8","GRO","Romain","Grosjean","1986-04-17","French",65020,0
"21305",21307,863,17,9,"2",3,"4","4",4,12,57,"+38.788","5749778","45","6","1:37.437",1,"webber","\N","WEB","Mark","Webber","1976-08-27","Australian",65003,0
"21306",21308,863,3,131,"8",5,"5","5",5,10,57,"+55.460","5766450","41","10","1:38.080",1,"rosberg","6","ROS","Nico","Rosberg","1985-06-27","German",65011,1
"21307",21309,863,814,10,"11",10,"6","6",6,8,57,"+57.543","5768533","41","18","1:38.372",1,"resta","\N","DIR","Paul","di Resta","1986-04-16","British",65009,0
"21308",21310,863,4,6,"5",9,"7","7",7,6,57,"+57.803","5768793","44","15","1:38.203",1,"alonso","14","ALO","Fernando","Alonso","1981-07-29","Spanish",65004,1
"21309",21311,863,1,1,"4",2,"8","8",8,4,57,"+58.984","5769974","38","7","1:37.733",1,"hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British",65002,0
"21310",21312,863,13,6,"6",14,"9","9",9,2,57,"+1:04.999","5775989","42","12","1:38.123",1,"massa","19","MAS","Felipe","Massa","1981-04-25","Brazilian",65016,0
"21311",21313,863,30,131,"7",22,"10","10",10,1,57,"+1:11.490","5782480","39","13","1:38.128",1,"michael_schumacher","\N","MSC","Michael","Schumacher","1969-01-03","German",65019,0
"21312",21314,863,815,15,"15",8,"11","11",11,0,57,"+1:12.702","5783692","39","14","1:38.146",1,"perez","11","PER","Sergio","Pérez","1990-01-26","Mexican",65007,0
"21313",21315,863,807,10,"12",13,"12","12",12,0,57,"+1:16.539","5787529","46","17","1:38.312",1,"hulkenberg","27","HUL","Nico","Hülkenberg","1987-08-19","German",65021,0
"21314",21316,863,155,15,"14",12,"13","13",13,0,57,"+1:30.334","5801324","54","2","1:36.700",1,"kobayashi","10","KOB","Kamui","Kobayashi","1986-09-13","Japanese",65005,0
"21315",21317,863,818,5,"17",17,"14","14",14,0,57,"+1:33.723","5804713","43","4","1:37.058",1,"vergne","25","VER","Jean-Éric","Vergne","1990-04-25","French",65010,0
"21316",21318,863,817,5,"16",6,"15","15",15,0,56,"\N","\N","42","8","1:37.903",11,"ricciardo","3","RIC","Daniel","Ricciardo","1989-07-01","Australian",65008,0
"21317",21319,863,808,207,"21",18,"16","16",16,0,56,"\N","\N","42","16","1:38.305",11,"petrov","\N","PET","Vitaly","Petrov","1984-09-08","Russian",65018,0
"21318",21320,863,5,207,"20",16,"17","17",17,0,56,"\N","\N","43","19","1:38.441",11,"kovalainen","\N","KOV","Heikki","Kovalainen","1981-10-19","Finnish",65017,0
"21319",21321,863,18,1,"3",4,"18","18",18,0,55,"\N","\N","47","9","1:38.046",43,"button","22","BUT","Jenson","Button","1980-01-19","British",65000,1
"21320",21322,863,10,206,"24",23,"19","19",19,0,55,"\N","\N","46","23","1:40.323",12,"glock","\N","GLO","Timo","Glock","1982-03-18","German",65013,0
"21321",21323,863,37,164,"22",20,"20","20",20,0,55,"\N","\N","41","22","1:40.237",12,"rosa","\N","DLR","Pedro","de la Rosa","1971-02-24","Spanish",65022,0
"21322",21324,863,39,164,"23",24,"21","21",21,0,55,"\N","\N","48","20","1:39.747",12,"karthikeyan","\N","KAR","Narain","Karthikeyan","1977-01-14","Indian",65023,0
"21323",21325,863,811,3,"19",15,"22","22",22,0,54,"\N","\N","51","11","1:38.087",76,"bruno_senna","\N","SEN","Bruno","Senna","1983-10-15","Brazilian",65015,0
"21324",21326,863,813,3,"18",21,"\N","R",23,0,25,"\N","\N","14","21","1:39.876",29,"maldonado","13","MAL","Pastor","Maldonado","1985-03-09","Venezuelan",65012,0
"21325",21327,863,819,206,"25",19,"\N","R",24,0,24,"\N","\N","14","24","1:41.519",5,"pic","\N","PIC","Charles","Pic","1990-02-15","French",65014,0
"21326",21328,864,813,3,"18",1,"1","1",1,25,66,"1:39:09.145","5949145","26","6","1:27.906",1,"maldonado","13","MAL","Pastor","Maldonado","1985-03-09","Venezuelan",65036,1
"21327",21329,864,4,6,"5",2,"2","2",2,18,66,"+3.195","5952340","46","3","1:27.390",1,"alonso","14","ALO","Fernando","Alonso","1981-07-29","Spanish",65028,1
"21328",21330,864,8,208,"9",4,"3","3",3,15,66,"+3.884","5953029","50","2","1:26.938",1,"raikkonen","7","RAI","Kimi","Räikkönen","1979-10-17","Finnish",65030,0
"21329",21331,864,154,208,"10",3,"4","4",4,12,66,"+14.799","5963944","53","1","1:26.250",1,"grosjean","8","GRO","Romain","Grosjean","1986-04-17","French",65044,0
"21330",21332,864,155,15,"14",9,"5","5",5,10,66,"+1:04.641","6013786","45","8","1:28.266",1,"kobayashi","10","KOB","Kamui","Kobayashi","1986-09-13","Japanese",65029,0
"21331",21333,864,20,9,"1",7,"6","6",6,8,66,"+1:07.576","6016721","65","4","1:27.768",1,"vettel","5","VET","Sebastian","Vettel","1987-07-03","German",65025,1
"21332",21334,864,3,131,"8",6,"7","7",7,6,66,"+1:17.919","6027064","45","7","1:28.150",1,"rosberg","6","ROS","Nico","Rosberg","1985-06-27","German",65035,1
"21333",21335,864,1,1,"4",24,"8","8",8,4,66,"+1:18.140","6027285","50","18","1:28.918",1,"hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British",65026,0
"21334",21336,864,18,1,"3",10,"9","9",9,2,66,"+1:25.246","6034391","41","14","1:28.624",1,"button","22","BUT","Jenson","Button","1980-01-19","British",65024,1
"21335",21337,864,807,10,"12",13,"10","10",10,1,65,"\N","\N","48","17","1:28.912",11,"hulkenberg","27","HUL","Nico","Hülkenberg","1987-08-19","German",65045,0
"21336",21338,864,17,9,"2",11,"11","11",11,0,65,"\N","\N","44","5","1:27.857",11,"webber","\N","WEB","Mark","Webber","1976-08-27","Australian",65027,0
"21337",21339,864,818,5,"17",14,"12","12",12,0,65,"\N","\N","54","9","1:28.308",11,"vergne","25","VER","Jean-Éric","Vergne","1990-04-25","French",65034,0
"21338",21340,864,817,5,"16",15,"13","13",13,0,65,"\N","\N","44","12","1:28.587",11,"ricciardo","3","RIC","Daniel","Ricciardo","1989-07-01","Australian",65032,0
"21339",21341,864,814,10,"11",12,"14","14",14,0,65,"\N","\N","44","10","1:28.313",11,"resta","\N","DIR","Paul","di Resta","1986-04-16","British",65033,0
"21340",21342,864,13,6,"6",16,"15","15",15,0,65,"\N","\N","47","11","1:28.448",11,"massa","19","MAS","Felipe","Massa","1981-04-25","Brazilian",65040,0
"21341",21343,864,5,207,"20",19,"16","16",16,0,65,"\N","\N","50","15","1:28.715",11,"kovalainen","\N","KOV","Heikki","Kovalainen","1981-10-19","Finnish",65041,0
"21342",21344,864,808,207,"21",18,"17","17",17,0,65,"\N","\N","48","16","1:28.773",11,"petrov","\N","PET","Vitaly","Petrov","1984-09-08","Russian",65042,0
"21343",21345,864,10,206,"24",21,"18","18",18,0,64,"\N","\N","49","19","1:29.599",12,"glock","\N","GLO","Timo","Glock","1982-03-18","German",65037,0
"21344",21346,864,37,164,"22",22,"19","19",19,0,63,"\N","\N","54","20","1:30.722",13,"rosa","\N","DLR","Pedro","de la Rosa","1971-02-24","Spanish",65046,0
"21345",21347,864,815,15,"15",5,"\N","R",20,0,37,"\N","\N","20","13","1:28.605",61,"perez","11","PER","Sergio","Pérez","1990-01-26","Mexican",65031,0
"21346",21348,864,819,206,"25",20,"\N","R",21,0,35,"\N","\N","29","22","1:31.136",26,"pic","\N","PIC","Charles","Pic","1990-02-15","French",65038,0
"21347",21349,864,39,164,"23",23,"\N","R",22,0,22,"\N","\N","15","24","1:32.903",26,"karthikeyan","\N","KAR","Narain","Karthikeyan","1977-01-14","Indian",65047,0
"21348",21350,864,811,3,"19",17,"\N","R",23,0,12,"\N","\N","10","23","1:31.822",4,"bruno_senna","\N","SEN","Bruno","Senna","1983-10-15","Brazilian",65039,0
"21349",21351,864,30,131,"7",8,"\N","R",24,0,12,"\N","\N","4","21","1:31.089",4,"michael_schumacher","\N","MSC","Michael","Schumacher","1969-01-03","German",65043,0
"21350",21352,865,17,9,"2",1,"1","1",1,25,78,"1:46:06.557","6366557","45","3","1:18.805",1,"webber","\N","WEB","Mark","Webber","1976-08-27","Australian",65051,1
"21351",21353,865,3,131,"8",2,"2","2",2,18,78,"+0.643","6367200","46","7","1:18.977",1,"rosberg","6","ROS","Nico","Rosberg","1985-06-27","German",65059,1
"21352",21354,865,4,6,"5",5,"3","3",3,15,78,"+0.947","6367504","45","5","1:18.857",1,"alonso","14","ALO","Fernando","Alonso","1981-07-29","Spanish",65052,1
"21353",21355,865,20,9,"1",9,"4","4",4,12,78,"+1.343","6367900","43","9","1:19.076",1,"vettel","5","VET","Sebastian","Vettel","1987-07-03","German",65049,1
"21354",21356,865,1,1,"4",3,"5","5",5,10,78,"+4.101","6370658","46","4","1:18.806",1,"hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British",65050,0
"21355",21357,865,13,6,"6",7,"6","6",6,8,78,"+6.195","6372752","41","10","1:19.101",1,"massa","19","MAS","Felipe","Massa","1981-04-25","Brazilian",65064,0
"21356",21358,865,814,10,"11",14,"7","7",7,6,78,"+41.537","6408094","51","17","1:19.757",1,"resta","\N","DIR","Paul","di Resta","1986-04-16","British",65057,0
"21357",21359,865,807,10,"12",10,"8","8",8,4,78,"+42.562","6409119","35","2","1:18.423",1,"hulkenberg","27","HUL","Nico","Hülkenberg","1987-08-19","German",65069,0
"21358",21360,865,8,208,"9",8,"9","9",9,2,78,"+44.036","6410593","51","12","1:19.246",1,"raikkonen","7","RAI","Kimi","Räikkönen","1979-10-17","Finnish",65054,0
"21359",21361,865,811,3,"19",13,"10","10",10,1,78,"+44.516","6411073","51","11","1:19.187",1,"bruno_senna","\N","SEN","Bruno","Senna","1983-10-15","Brazilian",65063,0
"21360",21362,865,815,15,"15",23,"11","11",11,0,77,"\N","\N","49","1","1:17.296",11,"perez","11","PER","Sergio","Pérez","1990-01-26","Mexican",65055,0
"21361",21363,865,818,5,"17",16,"12","12",12,0,77,"\N","\N","25","8","1:19.013",11,"vergne","25","VER","Jean-Éric","Vergne","1990-04-25","French",65058,0
"21362",21364,865,5,207,"20",17,"13","13",13,0,77,"\N","\N","76","13","1:19.305",11,"kovalainen","\N","KOV","Heikki","Kovalainen","1981-10-19","Finnish",65065,0
"21363",21365,865,10,206,"24",19,"14","14",14,0,77,"\N","\N","60","15","1:19.637",11,"glock","\N","GLO","Timo","Glock","1982-03-18","German",65061,0
"21364",21366,865,39,164,"23",22,"15","15",15,0,76,"\N","\N","44","19","1:20.286",12,"karthikeyan","\N","KAR","Narain","Karthikeyan","1977-01-14","Indian",65071,0
"21365",21367,865,18,1,"3",12,"16","16",16,0,70,"\N","\N","51","18","1:19.923",4,"button","22","BUT","Jenson","Button","1980-01-19","British",65048,1
"21366",21368,865,817,5,"16",15,"\N","R",17,0,65,"\N","\N","44","16","1:19.752",31,"ricciardo","3","RIC","Daniel","Ricciardo","1989-07-01","Australian",65056,0
"21367",21369,865,819,206,"25",21,"\N","R",18,0,64,"\N","\N","61","14","1:19.604",31,"pic","\N","PIC","Charles","Pic","1990-02-15","French",65062,0
"21368",21370,865,30,131,"7",6,"\N","R",19,0,63,"\N","\N","52","6","1:18.904",32,"michael_schumacher","\N","MSC","Michael","Schumacher","1969-01-03","German",65067,0
"21369",21371,865,808,207,"21",18,"\N","R",20,0,15,"\N","\N","12","20","1:20.825",10,"petrov","\N","PET","Vitaly","Petrov","1984-09-08","Russian",65066,0
"21370",21372,865,155,15,"14",11,"\N","R",21,0,5,"\N","\N","4","21","1:25.480",3,"kobayashi","10","KOB","Kamui","Kobayashi","1986-09-13","Japanese",65053,0
"21371",21373,865,37,164,"22",20,"\N","R",22,0,0,"\N","\N","\N","0","\N",3,"rosa","\N","DLR","Pedro","de la Rosa","1971-02-24","Spanish",65070,0
"21372",21374,865,813,3,"18",24,"\N","R",23,0,0,"\N","\N","\N","0","\N",3,"maldonado","13","MAL","Pastor","Maldonado","1985-03-09","Venezuelan",65060,1
"21373",21375,865,154,208,"10",4,"\N","R",24,0,0,"\N","\N","\N","0","\N",3,"grosjean","8","GRO","Romain","Grosjean","1986-04-17","French",65068,0
"21374",21376,866,1,1,"4",2,"1","1",1,25,70,"1:32:29.586","5549586","59","6","1:17.020",1,"hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British",65074,1
"21375",21377,866,154,208,"10",7,"2","2",2,18,70,"+2.513","5552099","57","11","1:17.264",1,"grosjean","8","GRO","Romain","Grosjean","1986-04-17","French",65092,0
"21376",21378,866,815,15,"15",15,"3","3",3,15,70,"+5.260","5554846","67","3","1:16.414",1,"perez","11","PER","Sergio","Pérez","1990-01-26","Mexican",65079,0
"21377",21379,866,20,9,"1",1,"4","4",4,12,70,"+7.295","5556881","70","1","1:15.752",1,"vettel","5","VET","Sebastian","Vettel","1987-07-03","German",65073,1
"21378",21380,866,4,6,"5",3,"5","5",5,10,70,"+13.411","5562997","42","15","1:17.820",1,"alonso","14","ALO","Fernando","Alonso","1981-07-29","Spanish",65076,1
"21379",21381,866,3,131,"8",5,"6","6",6,8,70,"+13.842","5563428","67","7","1:17.060",1,"rosberg","6","ROS","Nico","Rosberg","1985-06-27","German",65083,1
"21380",21382,866,17,9,"2",4,"7","7",7,6,70,"+15.085","5564671","62","8","1:17.131",1,"webber","\N","WEB","Mark","Webber","1976-08-27","Australian",65075,1
"21381",21383,866,8,208,"9",12,"8","8",8,4,70,"+15.567","5565153","70","5","1:16.764",1,"raikkonen","7","RAI","Kimi","Räikkönen","1979-10-17","Finnish",65078,0
"21382",21384,866,155,15,"14",11,"9","9",9,2,70,"+24.432","5574018","61","12","1:17.464",1,"kobayashi","10","KOB","Kamui","Kobayashi","1986-09-13","Japanese",65077,0
"21383",21385,866,13,6,"6",6,"10","10",10,1,70,"+25.272","5574858","69","2","1:16.182",1,"massa","19","MAS","Felipe","Massa","1981-04-25","Brazilian",65088,0
"21384",21386,866,814,10,"11",8,"11","11",11,0,70,"+37.693","5587279","63","10","1:17.219",1,"resta","\N","DIR","Paul","di Resta","1986-04-16","British",65081,0
"21385",21387,866,807,10,"12",13,"12","12",12,0,70,"+46.236","5595822","62","9","1:17.202",1,"hulkenberg","27","HUL","Nico","Hülkenberg","1987-08-19","German",65093,0
"21386",21388,866,813,3,"18",22,"13","13",13,0,70,"+47.052","5596638","67","13","1:17.489",1,"maldonado","13","MAL","Pastor","Maldonado","1985-03-09","Venezuelan",65084,1
"21387",21389,866,817,5,"16",14,"14","14",14,0,70,"+1:04.475","5614061","70","4","1:16.609",1,"ricciardo","3","RIC","Daniel","Ricciardo","1989-07-01","Australian",65080,0
"21388",21390,866,818,5,"17",19,"15","15",15,0,69,"\N","\N","55","17","1:17.875",11,"vergne","25","VER","Jean-Éric","Vergne","1990-04-25","French",65082,0
"21389",21391,866,18,1,"3",10,"16","16",16,0,69,"\N","\N","63","16","1:17.843",11,"button","22","BUT","Jenson","Button","1980-01-19","British",65072,1
"21390",21392,866,811,3,"19",16,"17","17",17,0,69,"\N","\N","67","14","1:17.817",11,"bruno_senna","\N","SEN","Bruno","Senna","1983-10-15","Brazilian",65087,0
"21391",21393,866,5,207,"20",17,"18","18",18,0,69,"\N","\N","62","19","1:18.128",11,"kovalainen","\N","KOV","Heikki","Kovalainen","1981-10-19","Finnish",65089,0
"21392",21394,866,808,207,"21",18,"19","19",19,0,69,"\N","\N","58","18","1:18.093",11,"petrov","\N","PET","Vitaly","Petrov","1984-09-08","Russian",65090,0
"21393",21395,866,819,206,"25",23,"20","20",20,0,69,"\N","\N","63","21","1:20.632",13,"pic","\N","PIC","Charles","Pic","1990-02-15","French",65086,0
"21394",21396,866,10,206,"24",21,"21","21",21,0,56,"\N","\N","47","22","1:21.032",22,"glock","\N","GLO","Timo","Glock","1982-03-18","German",65085,0
"21395",21397,866,30,131,"7",9,"\N","R",22,0,43,"\N","\N","37","20","1:18.433",65,"michael_schumacher","\N","MSC","Michael","Schumacher","1969-01-03","German",65091,0
"21396",21398,866,37,164,"22",20,"\N","R",23,0,24,"\N","\N","23","23","1:21.535",23,"rosa","\N","DLR","Pedro","de la Rosa","1971-02-24","Spanish",65094,0
"21397",21399,866,39,164,"23",24,"\N","R",24,0,22,"\N","\N","12","24","1:22.044",22,"karthikeyan","\N","KAR","Narain","Karthikeyan","1977-01-14","Indian",65095,0
"21398",21400,867,4,6,"5",11,"1","1",1,25,57,"1:44:16.649","6256649","40","5","1:43.666",1,"alonso","14","ALO","Fernando","Alonso","1981-07-29","Spanish",65100,2
"21399",21401,867,8,208,"9",5,"2","2",2,18,57,"+6.421","6263070","43","7","1:43.686",1,"raikkonen","7","RAI","Kimi","Räikkönen","1979-10-17","Finnish",65102,0
"21400",21402,867,30,131,"7",12,"3","3",3,15,57,"+12.639","6269288","43","3","1:43.099",1,"michael_schumacher","\N","MSC","Michael","Schumacher","1969-01-03","German",65115,0
"21401",21403,867,17,9,"2",19,"4","4",4,12,57,"+13.628","6270277","40","2","1:42.717",1,"webber","\N","WEB","Mark","Webber","1976-08-27","Australian",65099,1
"21402",21404,867,807,10,"12",8,"5","5",5,10,57,"+19.993","6276642","40","13","1:44.226",1,"hulkenberg","27","HUL","Nico","Hülkenberg","1987-08-19","German",65117,0
"21403",21405,867,3,131,"8",6,"6","6",6,8,57,"+21.176","6277825","54","1","1:42.163",1,"rosberg","6","ROS","Nico","Rosberg","1985-06-27","German",65107,1
"21404",21406,867,814,10,"11",10,"7","7",7,6,57,"+22.866","6279515","45","11","1:44.101",1,"resta","\N","DIR","Paul","di Resta","1986-04-16","British",65105,0
"21405",21407,867,18,1,"3",9,"8","8",8,4,57,"+24.653","6281302","48","17","1:44.806",1,"button","22","BUT","Jenson","Button","1980-01-19","British",65096,1
"21406",21408,867,815,15,"15",15,"9","9",9,2,57,"+27.777","6284426","43","4","1:43.526",1,"perez","11","PER","Sergio","Pérez","1990-01-26","Mexican",65103,0
"21407",21409,867,811,3,"19",14,"10","10",10,1,57,"+35.961","6292610","44","12","1:44.111",1,"bruno_senna","\N","SEN","Bruno","Senna","1983-10-15","Brazilian",65111,0
"21408",21410,867,817,5,"16",17,"11","11",11,0,57,"+37.041","6293690","44","6","1:43.674",1,"ricciardo","3","RIC","Daniel","Ricciardo","1989-07-01","Australian",65104,0
"21409",21411,867,813,3,"18",3,"12","12",12,0,57,"+54.630","6311279","43","10","1:44.064",1,"maldonado","13","MAL","Pastor","Maldonado","1985-03-09","Venezuelan",65108,1
"21410",21412,867,808,207,"21",20,"13","13",13,0,57,"+1:15.871","6332520","54","14","1:44.253",1,"petrov","\N","PET","Vitaly","Petrov","1984-09-08","Russian",65114,0
"21411",21413,867,5,207,"20",16,"14","14",14,0,57,"+1:34.654","6351303","40","19","1:45.294",1,"kovalainen","\N","KOV","Heikki","Kovalainen","1981-10-19","Finnish",65113,0
"21412",21414,867,819,206,"25",23,"15","15",15,0,57,"+1:36.551","6353200","43","22","1:46.701",1,"pic","\N","PIC","Charles","Pic","1990-02-15","French",65110,0
"21413",21415,867,13,6,"6",13,"16","16",16,0,56,"\N","\N","36","15","1:44.431",11,"massa","19","MAS","Felipe","Massa","1981-04-25","Brazilian",65112,0
"21414",21416,867,37,164,"22",21,"17","17",17,0,56,"\N","\N","36","23","1:46.799",11,"rosa","\N","DLR","Pedro","de la Rosa","1971-02-24","Spanish",65118,0
"21415",21417,867,39,164,"23",22,"18","18",18,0,56,"\N","\N","42","21","1:46.388",11,"karthikeyan","\N","KAR","Narain","Karthikeyan","1977-01-14","Indian",65119,0
"21416",21418,867,1,1,"4",2,"19","19",19,0,55,"\N","\N","43","9","1:44.007",4,"hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British",65098,1
"21417",21419,867,154,208,"10",4,"\N","R",20,0,40,"\N","\N","38","8","1:43.764",40,"grosjean","8","GRO","Romain","Grosjean","1986-04-17","French",65116,0
"21418",21420,867,20,9,"1",1,"\N","R",21,0,33,"\N","\N","18","16","1:44.555",6,"vettel","5","VET","Sebastian","Vettel","1987-07-03","German",65097,1
"21419",21421,867,155,15,"14",7,"\N","R",22,0,33,"\N","\N","22","18","1:45.082",4,"kobayashi","10","KOB","Kamui","Kobayashi","1986-09-13","Japanese",65101,0
"21420",21422,867,818,5,"17",18,"\N","R",23,0,26,"\N","\N","22","20","1:45.491",4,"vergne","25","VER","Jean-Éric","Vergne","1990-04-25","French",65106,0
"21421",21423,867,10,206,"24",0,"\N","W",24,0,0,"\N","\N","\N","0","\N",54,"glock","\N","GLO","Timo","Glock","1982-03-18","German",65109,0
"21422",21424,868,17,9,"2",2,"1","1",1,25,52,"1:25:11.288","5111288","49","4","1:34.934",1,"webber","\N","WEB","Mark","Webber","1976-08-27","Australian",65123,2
"21423",21425,868,4,6,"5",1,"2","2",2,18,52,"+3.060","5114348","49","7","1:35.385",1,"alonso","14","ALO","Fernando","Alonso","1981-07-29","Spanish",65124,2
"21424",21426,868,20,9,"1",4,"3","3",3,15,52,"+4.836","5116124","52","3","1:34.897",1,"vettel","5","VET","Sebastian","Vettel","1987-07-03","German",65121,1
"21425",21427,868,13,6,"6",5,"4","4",4,12,52,"+9.519","5120807","50","5","1:35.041",1,"massa","19","MAS","Felipe","Massa","1981-04-25","Brazilian",65136,0
"21426",21428,868,8,208,"9",6,"5","5",5,10,52,"+10.314","5121602","50","1","1:34.661",1,"raikkonen","7","RAI","Kimi","Räikkönen","1979-10-17","Finnish",65126,0
"21427",21429,868,154,208,"10",9,"6","6",6,8,52,"+17.101","5128389","50","2","1:34.884",1,"grosjean","8","GRO","Romain","Grosjean","1986-04-17","French",65140,0
"21428",21430,868,30,131,"7",3,"7","7",7,6,52,"+29.153","5140441","52","6","1:35.191",1,"michael_schumacher","\N","MSC","Michael","Schumacher","1969-01-03","German",65139,0
"21429",21431,868,1,1,"4",8,"8","8",8,4,52,"+36.463","5147751","44","15","1:36.173",1,"hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British",65122,1
"21430",21432,868,811,3,"19",13,"9","9",9,2,52,"+43.347","5154635","48","12","1:35.863",1,"bruno_senna","\N","SEN","Bruno","Senna","1983-10-15","Brazilian",65135,0
"21431",21433,868,18,1,"3",16,"10","10",10,1,52,"+44.444","5155732","52","14","1:36.086",1,"button","22","BUT","Jenson","Button","1980-01-19","British",65120,1
"21432",21434,868,155,15,"14",17,"11","11",11,0,52,"+45.370","5156658","48","9","1:35.478",1,"kobayashi","10","KOB","Kamui","Kobayashi","1986-09-13","Japanese",65125,0
"21433",21435,868,807,10,"12",14,"12","12",12,0,52,"+47.856","5159144","37","13","1:35.981",1,"hulkenberg","27","HUL","Nico","Hülkenberg","1987-08-19","German",65141,0
"21434",21436,868,817,5,"16",12,"13","13",13,0,52,"+51.241","5162529","49","8","1:35.448",1,"ricciardo","3","RIC","Daniel","Ricciardo","1989-07-01","Australian",65128,0
"21435",21437,868,818,5,"17",23,"14","14",14,0,52,"+53.313","5164601","49","10","1:35.514",1,"vergne","25","VER","Jean-Éric","Vergne","1990-04-25","French",65130,0
"21436",21438,868,3,131,"8",11,"15","15",15,0,52,"+57.394","5168682","49","11","1:35.750",1,"rosberg","6","ROS","Nico","Rosberg","1985-06-27","German",65131,1
"21437",21439,868,813,3,"18",7,"16","16",16,0,51,"\N","\N","34","17","1:37.515",11,"maldonado","13","MAL","Pastor","Maldonado","1985-03-09","Venezuelan",65132,1
"21438",21440,868,5,207,"20",19,"17","17",17,0,51,"\N","\N","37","19","1:38.050",11,"kovalainen","\N","KOV","Heikki","Kovalainen","1981-10-19","Finnish",65137,0
"21439",21441,868,10,206,"24",20,"18","18",18,0,51,"\N","\N","50","16","1:37.422",11,"glock","\N","GLO","Timo","Glock","1982-03-18","German",65133,0
"21440",21442,868,819,206,"25",24,"19","19",19,0,51,"\N","\N","50","18","1:38.008",11,"pic","\N","PIC","Charles","Pic","1990-02-15","French",65134,0
"21441",21443,868,37,164,"22",21,"20","20",20,0,50,"\N","\N","44","21","1:39.618",12,"rosa","\N","DLR","Pedro","de la Rosa","1971-02-24","Spanish",65142,0
"21442",21444,868,39,164,"23",22,"21","21",21,0,50,"\N","\N","50","20","1:38.339",12,"karthikeyan","\N","KAR","Narain","Karthikeyan","1977-01-14","Indian",65143,0
"21443",21445,868,815,15,"15",15,"\N","R",22,0,11,"\N","\N","3","22","1:39.781",4,"perez","11","PER","Sergio","Pérez","1990-01-26","Mexican",65127,0
"21444",21446,868,814,10,"11",10,"\N","R",23,0,2,"\N","\N","\N","0","\N",4,"resta","\N","DIR","Paul","di Resta","1986-04-16","British",65129,0
"21445",21447,868,808,207,"21",18,"\N","W",24,0,0,"\N","\N","\N","0","\N",5,"petrov","\N","PET","Vitaly","Petrov","1984-09-08","Russian",65138,0
